Week,No StoreID,Stores,Sales Report2,Sales Report,LY,YOY CHANGE%,SOB%,STORE PROFILE,BAY COUNT,Average Bay Sale,AREA
8,1057,"Homesavers Carlow Tullow Road U1,2","€11,878.95","€11,878.95","€11,709.83",1.40%,0.81%,M [MEDIUM] ,257,€46.22, Area 5 
8,1006,Homesavers Waterford,"€19,865.12","€19,865.12","€17,272.54",15.00%,1.35%,M [MEDIUM] ,183,€108.55, Area 2 
8,1012,Homesavers Wexford,"€36,633.62","€36,633.62","€41,444.53",-11.60%,2.49%,M [MEDIUM] ,296,€123.76, Area 2 
8,1014,Homesavers Wicklow,"€25,641.85","€25,641.85","€21,359.67",20.00%,1.75%,S [SMALL] ,178,€144.06, Area 5 
8,All,Total Sales,"€1,469,239.48","€1,469,239.48","€1,410,698.05",0.00%,0.00%,0,0, €-   , €-   
9,1031,Homesavers BALLYMALEY Ennis,"€86,761.22","€86,761.22","€78,663.08",10.30%,5.72%,L [LARGE] ,536,€161.87, Area 1 
9,1001,Homesavers Limerick,"€85,297.22","€85,297.22","€80,090.41",6.50%,5.62%,M+ [MEDIUM +] ,337,€253.11, Area 6 
9,1016,Homesavers Roscommon,"€75,057.74","€75,057.74","€67,911.87",10.50%,4.95%,XL [EXTRA LARGE] ,628,€119.52, Area 1 
9,1007,Homesavers Tullamore,"€74,307.09","€74,307.09","€67,981.66",9.30%,4.90%,L [LARGE] ,553,€134.37, Area 1 
9,1027,Homesavers Dundalk,"€69,649.59","€69,649.59","€65,437.51",6.40%,4.59%,M [MEDIUM] ,322,€216.30, Area 3 
9,1033,Homesavers Monaghan,"€65,585.01","€65,585.01","€67,808.65",-3.30%,4.32%,L [LARGE] ,436,€150.42, Area 3 
9,1028,Homesavers Newcastle West,"€62,829.92","€62,829.92","€63,562.53",-1.20%,4.14%,M+ [MEDIUM +] ,414,€151.76, Area 6 
9,1002,Homesavers Mullingar,"€59,189.16","€59,189.16","€44,707.83",32.40%,3.90%,M [MEDIUM] ,245,€241.59, Area 1 
9,1015,Homesavers Broomhill Tallaght,"€58,653.97","€58,653.97","€54,923.66",6.80%,3.87%,M+ [MEDIUM +] ,350,€167.58, Area 5 
9,1012,Homesavers Wexford,"€38,984.04","€38,984.04","€43,633.06",-10.70%,2.57%,M [MEDIUM] ,296,€131.70, Area 2 
9,1024,Homesavers Martyr Road Nenagh (a),"€34,956.43","€34,956.43","€36,777.82",-5.00%,2.30%,M+ [MEDIUM +] ,374,€93.47, Area 6 
9,1048,Homesavers CLONMULLEN Edenderry,"€34,629.94","€34,629.94","€29,315.75",18.10%,2.28%,M [MEDIUM] ,275,€125.93, Area 7 
9,1029,Homesavers Tralee,"€32,540.65","€32,540.65","€35,244.97",-7.70%,2.14%,M [MEDIUM] ,310,€104.97, Area 6 
9,1011,Homesavers Ballyfermot,"€32,385.91","€32,385.91","€21,392.30",51.40%,2.13%,M [MEDIUM] ,293,€110.53, Area 5 
9,1066,Homesavers Carrick-on-shannon,"€32,253.95","€32,253.95","€33,277.91",-3.10%,2.13%,M+ [MEDIUM +] ,373,€86.47, Area 4 
9,1025,Homesavers Kings meadow waterford,"€32,107.46","€32,107.46","€25,769.77",24.60%,2.12%,M+ [MEDIUM +] ,359,   , Area 2 
9,1013,Homesavers Carlow Penny Lane,"€30,055.26","€30,055.26","€27,893.02",7.80%,1.98%,M+ [MEDIUM +] ,401,€74.95, Area 5 
9,1047,Homesavers Axis Centre Longford,"€28,314.88","€28,314.88","€30,242.78",-6.40%,1.87%,M [MEDIUM] ,249,€113.71, Area 7 
9,1030,Homesavers Arklow,"€28,075.45","€28,075.45","€33,476.35",-16.10%,1.85%,M [MEDIUM] ,278,€100.99, Area 5 
9,1054,Homesavers Milford Retail Park,"€27,400.66","€27,400.66","€21,215.62",29.20%,1.81%,M [MEDIUM] ,312,€87.82, Area 4 
9,1014,Homesavers Wicklow,"€27,056.54","€27,056.54","€26,452.03",2.30%,1.78%,S [SMALL] ,178,€152.00, Area 5 
9,1053,Homesavers New Road Portlaoise,"€26,653.58","€26,653.58","€30,891.28",-13.70%,1.76%,M [MEDIUM] ,219,€121.71, Area 6 
9,1049,Homesavers The Glebe Donegal,"€25,440.69","€25,440.69","€19,719.49",29.00%,1.68%,M [MEDIUM] ,293,€86.83, Area 4 
9,1043,Homesavers Westpoint Athlone (A),"€24,775.89","€24,775.89","€27,048.72",-8.40%,1.63%,M [MEDIUM] ,288,€86.03, Area 7 
9,1067,Homesavers Letterkenny Pearse Road,"€24,194.10","€24,194.10","€27,711.15",-12.70%,1.59%,M+ [MEDIUM +] ,418,€57.88, Area 4 
9,1059,Homesavers Ballyshannon,"€23,569.67","€23,569.67","€23,302.17",1.10%,1.55%,M [MEDIUM] ,273,€86.34, Area 4 
9,1017,Homesavers Crumlin,"€23,354.93","€23,354.93","€22,634.95",3.20%,1.54%,S [SMALL] ,157,€148.76, Area 3 
9,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€22,785.84","€22,785.84","€22,358.93",1.90%,1.50%,M+ [MEDIUM +] ,302,€75.45, Area 6 
9,1060,Homesavers Riverside Galway,"€21,712.10","€21,712.10","€20,139.61",7.80%,1.43%,M+ [MEDIUM +] ,344,€63.12, Area 7 
9,1006,Homesavers Waterford,"€20,986.51","€20,986.51","€17,392.83",20.70%,1.38%,M [MEDIUM] ,183,€114.68, Area 2 
9,1032,Homesavers Midleton,"€20,388.49","€20,388.49","€20,431.38",-0.20%,1.34%,M [MEDIUM] ,211,€96.63, Area 8 
9,1042,Homesavers Rafter Street Enniscorthy,"€18,674.06","€18,674.06","€18,198.64",2.60%,1.23%,S [SMALL] ,130,€143.65, Area 2 
9,1068,Homesavers Claremorris,"€18,504.62","€18,504.62", € -   ,,1.22%,M [MEDIUM] ,255,€72.57, Area 7 
9,1009,Homesavers Carlow Tullow Road U3,"€18,457.72","€18,457.72","€16,534.60",11.60%,1.22%,S [SMALL] ,163,€113.24, Area 5 
9,1020,Centz Patrick Street,"€18,394.05","€18,394.05","€15,327.49",20.00%,1.21%,XS [EXTRA SMALL] ,75,€245.25, Area 3 
9,1063,Homesavers Briarhill Galway,"€18,277.15","€18,277.15","€16,159.67",13.10%,1.20%,M [MEDIUM] ,236,€77.45, Area 7 
9,1040,Homesavers Diskin Centre Athlone,"€18,113.12","€18,113.12","€21,976.54",-17.60%,1.19%,M [MEDIUM] ,322,€56.25, Area 7 
9,1065,Homesavers Bunclody,"€16,162.32","€16,162.32","€17,708.84",-8.70%,1.07%,M [MEDIUM] ,232,€69.67, Area 5 
9,1055,Homesavers Stranorlar business park,"€14,507.05","€14,507.05","€14,883.56",-2.50%,0.96%,M [MEDIUM] ,290,€50.02, Area 4 
9,1021,Centz Kinvara,"€13,934.99","€13,934.99","€10,782.24",29.20%,0.92%,XS [EXTRA SMALL] ,68,€204.93, Area 3 
9,1044,Homesavers WestGate Dungarvan,"€13,133.24","€13,133.24","€14,772.61",-11.10%,0.87%,M [MEDIUM] ,359,€36.58, Area 8 
9,1008,Homesavers Athy,"€12,996.19","€12,996.19","€10,668.18",21.80%,0.86%,S [SMALL] ,184,€70.63, Area 5 
9,1019,Centz Cork Street,"€12,177.98","€12,177.98","€7,626.90",59.70%,0.80%,XS [EXTRA SMALL] ,49,€248.53, Area 3 
9,1057,"Homesavers Carlow Tullow Road U1,2","€10,296.97","€10,296.97","€13,632.09",-24.50%,0.68%,M [MEDIUM] ,257,€40.07, Area 5 
9,1023,Homesavers Clane,"€10,087.04","€10,087.04","€10,085.69",0.00%,0.66%,XS [EXTRA SMALL] ,122,€82.68, Area 5 
9,1026,Homesavers Portlaoise,"€9,598.08","€9,598.08","€11,274.71",-14.90%,0.63%,M [MEDIUM] ,255,€37.64, Area 6 
9,1010,Homesavers Longford U4,"€9,534.36","€9,534.36","€9,648.71",-1.20%,0.63%,XS [EXTRA SMALL] ,125,€76.27, Area 7 
9,1061,Homesavers Charlestown MAYO,"€8,648.08","€8,648.08","€8,194.08",5.50%,0.57%,XS [EXTRA SMALL] ,97,€89.16, Area 4 
9,1046,Homesavers Monks Land Athlone (B),"€8,471.96","€8,471.96","€9,666.11",-12.40%,0.56%,M [MEDIUM] ,159,€53.28, Area 7 
9,1062,Homesavers Mountmellick LAOIS,"€6,924.24","€6,924.24","€4,977.77",39.10%,0.46%,XS [EXTRA SMALL] ,67,€103.35, Area 6 
9,1052,Homesavers Lismard Portlaoise (B),"€5,655.88","€5,655.88","€6,273.72",-9.80%,0.37%,S [SMALL] ,125,€45.25, Area 6 
9,1056,Homesavers Swinford,"€4,847.22","€4,847.22","€5,756.18",-15.80%,0.32%,XS [EXTRA SMALL] ,95,€51.02, Area 4 
9,All,Total Sales,"€1,517,350.21","€1,517,350.21","€1,431,557.41",0.00%,0.00%,0,0, €-   , €-   
10,1020,Centz Patrick Street,"€17,774.27","€17,774.27","€14,363.92",23.70%,1.17%,XS [EXTRA SMALL] ,75,€236.99, Area 3 
10,1019,Centz Cork Street,"€11,209.21","€11,209.21","€7,264.68",54.30%,0.74%,XS [EXTRA SMALL] ,49,€228.76, Area 3 
10,1021,Centz Kinvara,"€14,853.47","€14,853.47","€10,829.46",37.20%,0.98%,XS [EXTRA SMALL] ,68,€218.43, Area 3 
10,1030,Homesavers Arklow,"€31,530.02","€31,530.02","€29,472.79",7.00%,2.08%,M [MEDIUM] ,278,€113.42, Area 5 
10,1043,Homesavers Westpoint Athlone (A),"€25,141.06","€25,141.06","€23,660.77",6.30%,1.66%,M [MEDIUM] ,288,€87.30, Area 7 
10,1046,Homesavers Monks Land Athlone (B),"€6,509.85","€6,509.85","€6,002.85",8.40%,0.43%,M [MEDIUM] ,159,€40.94, Area 7 
10,1008,Homesavers Athy,"€13,502.55","€13,502.55","€9,922.33",36.10%,0.89%,S [SMALL] ,184,€73.38, Area 5 
10,1047,Homesavers Axis Centre Longford,"€27,610.50","€27,610.50","€26,753.10",3.20%,1.82%,M [MEDIUM] ,249,€110.89, Area 7 
10,1011,Homesavers Ballyfermot,"€35,019.19","€35,019.19","€25,411.55",37.80%,2.31%,M [MEDIUM] ,293,€119.52, Area 5 
10,1059,Homesavers Ballyshannon,"€23,921.88","€23,921.88","€23,481.87",1.90%,1.58%,M [MEDIUM] ,273,€87.63, Area 4 
10,1063,Homesavers Briarhill Galway,"€18,348.73","€18,348.73","€16,953.74",8.20%,1.21%,M [MEDIUM] ,236,€77.75, Area 7 
10,1065,Homesavers Bunclody,"€16,523.85","€16,523.85","€16,739.41",-1.30%,1.09%,M [MEDIUM] ,232,€71.22, Area 5 
10,1013,Homesavers Carlow Penny Lane,"€31,983.01","€31,983.01","€28,337.50",12.90%,2.11%,M+ [MEDIUM +] ,401,€79.76, Area 5 
10,1009,Homesavers Carlow Tullow Road U3,"€19,016.73","€19,016.73","€13,371.88",42.20%,1.26%,S [SMALL] ,163,€116.67, Area 5 
10,1066,Homesavers Carrick-on-shannon,"€30,978.81","€30,978.81","€31,151.16",-0.60%,2.05%,M+ [MEDIUM +] ,373,€83.05, Area 4 
10,1061,Homesavers Charlestown MAYO,"€8,590.25","€8,590.25","€8,162.75",5.20%,0.57%,XS [EXTRA SMALL] ,97,€88.56, Area 4 
10,1023,Homesavers Clane,"€11,224.04","€11,224.04","€9,877.02",13.60%,0.74%,XS [EXTRA SMALL] ,122,€92.00, Area 5 
10,1068,Homesavers Claremorris,"€17,768.13","€17,768.13", € -   ,,1.17%,M [MEDIUM] ,255,€69.68, Area 7 
10,1017,Homesavers Crumlin,"€23,532.20","€23,532.20","€22,157.54",6.20%,1.55%,S [SMALL] ,157,€149.89, Area 3 
10,1040,Homesavers Diskin Centre Athlone,"€18,403.14","€18,403.14","€20,190.61",-8.90%,1.22%,M [MEDIUM] ,322,€57.15, Area 7 
10,1027,Homesavers Dundalk,"€68,382.45","€68,382.45","€56,695.60",20.60%,4.52%,M [MEDIUM] ,322,€212.37, Area 3 
10,1044,Homesavers WestGate Dungarvan,"€14,739.71","€14,739.71","€12,410.40",18.80%,0.97%,M [MEDIUM] ,216,€68.24, Area 8 
10,1048,Homesavers CLONMULLEN Edenderry,"€33,388.84","€33,388.84","€28,320.69",17.90%,2.20%,M [MEDIUM] ,275,€121.41, Area 7 
10,1031,Homesavers BALLYMALEY Ennis,"€77,316.17","€77,316.17","€71,210.22",8.60%,5.11%,L [LARGE] ,536,€144.25, Area 1 
10,1042,Homesavers Rafter Street Enniscorthy,"€17,328.96","€17,328.96","€13,998.39",23.80%,1.14%,S [SMALL] ,130,€133.30, Area 2 
10,1025,Homesavers Kings meadow waterford,"€28,987.69","€28,987.69","€26,058.14",11.20%,1.91%,M+ [MEDIUM +] ,359,€80.75, Area 2 
10,1067,Homesavers Letterkenny Pearse Road,"€26,155.79","€26,155.79","€27,350.55",-4.40%,1.73%,M+ [MEDIUM +] ,418,€62.57, Area 4 
10,1001,Homesavers Limerick,"€83,740.25","€83,740.25","€72,555.86",15.40%,5.53%,M+ [MEDIUM +] ,337,€248.49, Area 6 
10,1010,Homesavers Longford U4,"€8,853.14","€8,853.14","€9,036.91",-2.00%,0.58%,XS [EXTRA SMALL] ,125,€70.83, Area 7 
10,1032,Homesavers Midleton,"€19,624.50","€19,624.50","€16,824.01",16.60%,1.30%,M [MEDIUM] ,211,€93.01, Area 8 
10,1054,Homesavers Milford Retail Park,"€30,604.65","€30,604.65","€21,167.58",44.60%,2.02%,M [MEDIUM] ,312,€98.09, Area 4 
10,1033,Homesavers Monaghan,"€61,681.24","€61,681.24","€60,496.79",2.00%,4.07%,L [LARGE] ,436,€141.47, Area 3 
10,1062,Homesavers Mountmellick LAOIS,"€7,030.39","€7,030.39","€4,772.42",47.30%,0.46%,XS [EXTRA SMALL] ,67,€104.93, Area 6 
10,1002,Homesavers Mullingar,"€58,969.89","€58,969.89","€42,374.31",39.20%,3.89%,M [MEDIUM] ,245,€240.69, Area 1 
10,1024,Homesavers Martyr Road Nenagh (a),"€35,341.34","€35,341.34","€34,654.68",2.00%,2.33%,M+ [MEDIUM +] ,374,€94.50, Area 6 
10,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€19,914.68","€19,914.68","€19,898.17",0.10%,1.31%,M+ [MEDIUM +] ,302,€65.94, Area 6 
10,1053,Homesavers New Road Portlaoise,"€29,272.95","€29,272.95","€25,101.57",16.60%,1.93%,M [MEDIUM] ,219,€133.67, Area 6 
10,1028,Homesavers Newcastle West,"€64,268.17","€64,268.17","€59,726.96",7.60%,4.24%,M+ [MEDIUM +] ,414,€155.24, Area 6 
10,1026,Homesavers Portlaoise,"€11,767.31","€11,767.31","€10,677.51",10.20%,0.78%,M [MEDIUM] ,255,€46.15, Area 6 
10,1052,Homesavers Lismard Portlaoise (B),"€5,600.20","€5,600.20","€5,500.22",1.80%,0.37%,S [SMALL] ,125,€44.80, Area 6 
10,1060,Homesavers Riverside Galway,"€20,570.45","€20,570.45","€17,263.42",19.20%,1.36%,M+ [MEDIUM +] ,344,€59.80, Area 7 
10,1016,Homesavers Roscommon,"€73,445.11","€73,445.11","€66,779.91",10.00%,4.85%,XL [EXTRA LARGE] ,628,€116.95, Area 1 
10,1055,Homesavers Stranorlar business park,"€14,026.71","€14,026.71","€12,528.45",12.00%,0.93%,M [MEDIUM] ,290,€48.37, Area 4 
10,1056,Homesavers Swinford,"€4,682.74","€4,682.74","€4,246.94",10.30%,0.31%,XS [EXTRA SMALL] ,95,€49.29, Area 4 
10,1015,Homesavers Broomhill Tallaght,"€55,462.07","€55,462.07","€53,655.45",3.40%,3.66%,M+ [MEDIUM +] ,350,€158.46, Area 5 
10,1049,Homesavers The Glebe Donegal,"€26,817.72","€26,817.72","€19,707.49",36.10%,1.77%,M [MEDIUM] ,293,€91.53, Area 4 
10,1029,Homesavers Tralee,"€33,455.57","€33,455.57","€36,104.99",-7.30%,2.21%,M [MEDIUM] ,310,€107.92, Area 6 
10,1007,Homesavers Tullamore,"€78,768.99","€78,768.99","€63,027.98",25.00%,5.20%,L [LARGE] ,553,€142.44, Area 1 
10,1057,"Homesavers Carlow Tullow Road U1,2","€12,307.30","€12,307.30","€12,915.10",-4.70%,0.81%,M [MEDIUM] ,257,€47.89, Area 5 
10,1006,Homesavers Waterford,"€21,406.50","€21,406.50","€14,068.37",52.20%,1.41%,M [MEDIUM] ,183,€116.98, Area 2 
10,1012,Homesavers Wexford,"€40,115.70","€40,115.70","€34,582.70",16.00%,2.65%,M [MEDIUM] ,296,€135.53, Area 2 
10,1014,Homesavers Wicklow,"€26,993.13","€26,993.13","€23,416.12",15.30%,1.78%,S [SMALL] ,178,€151.65, Area 5 
10,All,Total Sales,"€1,514,461.20","€1,514,461.20","€1,321,232.80",0.00%,0.00%,0,0, €-   , €-   
11,1020,Centz Patrick Street,"€19,989.17","€19,989.17","€15,890.56",25.80%,1.37%,XS [EXTRA SMALL] ,75,€266.52, Area 3 
11,1019,Centz Cork Street,"€11,901.83","€11,901.83","€5,843.51",103.70%,0.82%,XS [EXTRA SMALL] ,49,€242.89, Area 3 
11,1021,Centz Kinvara,"€14,287.43","€14,287.43","€10,831.43",31.90%,0.98%,XS [EXTRA SMALL] ,68,€210.11, Area 3 
11,1030,Homesavers Arklow,"€28,241.08","€28,241.08","€34,280.50",-17.60%,1.94%,M [MEDIUM] ,278,€101.59, Area 5 
11,1043,Homesavers Westpoint Athlone (A),"€24,307.41","€24,307.41","€25,568.76",-4.90%,1.67%,M [MEDIUM] ,288,€84.40, Area 7 
11,1046,Homesavers Monks Land Athlone (B),"€7,368.89","€7,368.89","€9,731.87",-24.30%,0.51%,M [MEDIUM] ,159,€46.35, Area 7 
11,1008,Homesavers Athy,"€12,408.60","€12,408.60","€9,611.75",29.10%,0.85%,S [SMALL] ,184,€67.44, Area 5 
11,1047,Homesavers Axis Centre Longford,"€27,187.02","€27,187.02","€29,176.48",-6.80%,1.87%,M [MEDIUM] ,249,€109.18, Area 7 
11,1011,Homesavers Ballyfermot,"€32,446.10","€32,446.10","€26,077.41",24.40%,2.23%,M [MEDIUM] ,293,€110.74, Area 5 
11,1059,Homesavers Ballyshannon,"€25,098.08","€25,098.08","€22,502.78",11.50%,1.72%,M [MEDIUM] ,273,€91.93, Area 4 
11,1063,Homesavers Briarhill Galway,"€17,263.04","€17,263.04","€13,620.83",26.70%,1.19%,M [MEDIUM] ,236,€73.15, Area 7 
11,1065,Homesavers Bunclody,"€15,229.31","€15,229.31","€16,047.07",-5.10%,1.05%,M [MEDIUM] ,232,€65.64, Area 5 
11,1013,Homesavers Carlow Penny Lane,"€29,767.57","€29,767.57","€28,061.66",6.10%,2.04%,M+ [MEDIUM +] ,401,€74.23, Area 5 
11,1009,Homesavers Carlow Tullow Road U3,"€19,124.23","€19,124.23","€13,591.27",40.70%,1.31%,S [SMALL] ,163,€117.33, Area 5 
11,1066,Homesavers Carrick-on-shannon,"€28,687.89","€28,687.89","€29,988.01",-4.30%,1.97%,M+ [MEDIUM +] ,373,€76.91, Area 4 
11,1061,Homesavers Charlestown MAYO,"€8,007.30","€8,007.30","€7,239.03",10.60%,0.55%,XS [EXTRA SMALL] ,97,€82.55, Area 4 
11,1023,Homesavers Clane,"€10,304.55","€10,304.55","€9,417.15",9.40%,0.71%,XS [EXTRA SMALL] ,122,€84.46, Area 5 
11,1068,Homesavers Claremorris,"€15,253.80","€15,253.80", € -   ,,1.05%,M [MEDIUM] ,255,€59.82, Area 7 
11,1017,Homesavers Crumlin,"€20,952.94","€20,952.94","€23,024.33",-9.00%,1.44%,S [SMALL] ,157,€133.46, Area 3 
11,1040,Homesavers Diskin Centre Athlone,"€17,698.50","€17,698.50","€20,538.86",-13.80%,1.22%,M [MEDIUM] ,322,€54.96, Area 7 
11,1027,Homesavers Dundalk,"€66,848.83","€66,848.83","€58,306.21",14.70%,4.59%,M [MEDIUM] ,322,€207.61, Area 3 
11,1044,Homesavers WestGate Dungarvan,"€11,371.01","€11,371.01","€11,558.82",-1.60%,0.78%,M [MEDIUM] ,216,€52.64, Area 8 
11,1048,Homesavers CLONMULLEN Edenderry,"€34,190.00","€34,190.00","€29,187.16",17.10%,2.35%,M [MEDIUM] ,275,€124.33, Area 7 
11,1031,Homesavers BALLYMALEY Ennis,"€77,832.21","€77,832.21","€68,205.32",14.10%,5.34%,L [LARGE] ,536,€145.21, Area 1 
11,1042,Homesavers Rafter Street Enniscorthy,"€15,964.65","€15,964.65","€14,891.68",7.20%,1.10%,S [SMALL] ,130,€122.81, Area 2 
11,1025,Homesavers Kings meadow waterford,"€26,576.87","€26,576.87","€31,310.33",-15.10%,1.82%,M+ [MEDIUM +] ,359,€74.03, Area 2 
11,1067,Homesavers Letterkenny Pearse Road,"€23,258.11","€23,258.11","€26,595.30",-12.50%,1.60%,M+ [MEDIUM +] ,418,€55.64, Area 4 
11,1001,Homesavers Limerick,"€73,058.00","€73,058.00","€71,355.08",2.40%,5.02%,M+ [MEDIUM +] ,337,€216.79, Area 6 
11,1010,Homesavers Longford U4,"€9,511.18","€9,511.18","€8,951.12",6.30%,0.65%,XS [EXTRA SMALL] ,125,€76.09, Area 7 
11,1032,Homesavers Midleton,"€20,164.16","€20,164.16","€20,987.03",-3.90%,1.38%,M [MEDIUM] ,211,€95.56, Area 8 
11,1054,Homesavers Milford Retail Park,"€31,119.03","€31,119.03","€28,080.97",10.80%,2.14%,M [MEDIUM] ,312,€99.74, Area 4 
11,1033,Homesavers Monaghan,"€63,095.85","€63,095.85","€62,003.43",1.80%,4.33%,L [LARGE] ,436,€144.72, Area 3 
11,1062,Homesavers Mountmellick LAOIS,"€6,701.74","€6,701.74","€5,368.09",24.80%,0.46%,XS [EXTRA SMALL] ,67,€100.03, Area 6 
11,1002,Homesavers Mullingar,"€61,467.58","€61,467.58","€44,381.78",38.50%,4.22%,M [MEDIUM] ,245,€250.89, Area 1 
11,1024,Homesavers Martyr Road Nenagh (a),"€34,581.68","€34,581.68","€36,660.19",-5.70%,2.37%,M+ [MEDIUM +] ,374,€92.46, Area 6 
11,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€21,972.53","€21,972.53","€24,814.72",-11.50%,1.51%,M+ [MEDIUM +] ,302,€72.76, Area 6 
11,1053,Homesavers New Road Portlaoise,"€27,573.82","€27,573.82","€24,546.23",12.30%,1.89%,M [MEDIUM] ,219,€125.91, Area 6 
11,1028,Homesavers Newcastle West,"€63,892.11","€63,892.11","€56,897.31",12.30%,4.39%,M+ [MEDIUM +] ,414,€154.33, Area 6 
11,1026,Homesavers Portlaoise,"€9,469.55","€9,469.55","€11,890.88",-20.40%,0.65%,M [MEDIUM] ,255,€37.14, Area 6 
11,1052,Homesavers Lismard Portlaoise (B),"€4,838.90","€4,838.90","€5,745.67",-15.80%,0.33%,S [SMALL] ,125,€38.71, Area 6 
11,1060,Homesavers Riverside Galway,"€14,681.93","€14,681.93","€17,251.47",-14.90%,1.01%,M+ [MEDIUM +] ,344,€42.68, Area 7 
11,1016,Homesavers Roscommon,"€75,692.91","€75,692.91","€77,366.89",-2.20%,5.20%,XL [EXTRA LARGE] ,628,€120.53, Area 1 
11,1055,Homesavers Stranorlar business park,"€12,497.28","€12,497.28","€12,830.32",-2.60%,0.86%,M [MEDIUM] ,290,€43.09, Area 4 
11,1056,Homesavers Swinford,"€5,464.78","€5,464.78","€4,902.63",11.50%,0.38%,XS [EXTRA SMALL] ,95,€57.52, Area 4 
11,1015,Homesavers Broomhill Tallaght,"€50,284.33","€50,284.33","€52,718.73",-4.60%,3.45%,M+ [MEDIUM +] ,350,€143.67, Area 5 
11,1049,Homesavers The Glebe Donegal,"€21,885.29","€21,885.29","€19,819.92",10.40%,1.50%,M [MEDIUM] ,293,€74.69, Area 4 
11,1029,Homesavers Tralee,"€28,924.45","€28,924.45","€35,866.32",-19.40%,1.99%,M [MEDIUM] ,310,€93.30, Area 6 
11,1007,Homesavers Tullamore,"€76,398.93","€76,398.93","€68,358.57",11.80%,5.25%,L [LARGE] ,553,€138.15, Area 1 
11,1057,"Homesavers Carlow Tullow Road U1,2","€12,098.42","€12,098.42","€12,692.68",-4.70%,0.83%,M [MEDIUM] ,257,€47.08, Area 5 
11,1006,Homesavers Waterford,"€20,711.83","€20,711.83","€18,661.19",11.00%,1.42%,M [MEDIUM] ,183,€113.18, Area 2 
11,1012,Homesavers Wexford,"€40,045.06","€40,045.06","€46,327.45",-13.60%,2.75%,M [MEDIUM] ,296,€135.29, Area 2 
11,1014,Homesavers Wicklow,28807.69,28807.69,28349.417,0.016165165,0.019778635,S [SMALL] ,178,161.8409551, Area 5 
11,All,Total Sales,"€1,456,505.45","€1,456,505.45","€1,387,926.14",0.00%,0.00%,0,0, €-   , €-   
12,1020,Centz Patrick Street,"€18,257.43","€18,257.43","€14,409.00",26.70%,1.14%,XS [EXTRA SMALL] ,75,€243.43, Area 3 
12,1019,Centz Cork Street,"€13,146.86","€13,146.86","€9,585.52",37.20%,0.82%,XS [EXTRA SMALL] ,49,€268.30, Area 3 
12,1021,Centz Kinvara,"€15,564.66","€15,564.66","€13,291.00",17.10%,0.97%,XS [EXTRA SMALL] ,68,€228.89, Area 3 
12,1030,Homesavers Arklow,"€34,193.43","€34,193.43","€38,098.32",-10.20%,2.13%,M [MEDIUM] ,278,€123.00, Area 5 
12,1043,Homesavers Westpoint Athlone (A),"€26,125.15","€26,125.15","€26,063.76",0.20%,1.63%,M [MEDIUM] ,288,€90.71, Area 7 
12,1046,Homesavers Monks Land Athlone (B),"€6,793.71","€6,793.71","€15,843.08",-57.10%,0.42%,M [MEDIUM] ,159,€42.73, Area 7 
12,1008,Homesavers Athy,"€12,501.25","€12,501.25","€11,971.68",4.40%,0.78%,S [SMALL] ,184,€67.94, Area 5 
12,1047,Homesavers Axis Centre Longford,"€29,202.67","€29,202.67","€32,689.73",-10.70%,1.82%,M [MEDIUM] ,249,€117.28, Area 7 
12,1011,Homesavers Ballyfermot,"€35,002.13","€35,002.13","€31,192.82",12.20%,2.18%,M [MEDIUM] ,293,€119.46, Area 5 
12,1059,Homesavers Ballyshannon,"€27,956.93","€27,956.93","€22,962.60",21.70%,1.74%,M [MEDIUM] ,273,€102.41, Area 4 
12,1063,Homesavers Briarhill Galway,"€21,759.00","€21,759.00","€18,735.59",16.10%,1.35%,M [MEDIUM] ,236,€92.20, Area 7 
12,1065,Homesavers Bunclody,"€16,743.96","€16,743.96","€18,221.78",-8.10%,1.04%,M [MEDIUM] ,232,€72.17, Area 5 
12,1013,Homesavers Carlow Penny Lane,"€34,588.07","€34,588.07","€32,656.02",5.90%,2.15%,M+ [MEDIUM +] ,401,€86.25, Area 5 
12,1009,Homesavers Carlow Tullow Road U3,"€19,638.13","€19,638.13","€15,613.52",25.80%,1.22%,S [SMALL] ,163,€120.48, Area 5 
12,1066,Homesavers Carrick-on-shannon,"€34,936.52","€34,936.52","€34,113.52",2.40%,2.18%,M+ [MEDIUM +] ,373,€93.66, Area 4 
12,1061,Homesavers Charlestown MAYO,"€8,064.18","€8,064.18","€8,575.50",-6.00%,0.50%,XS [EXTRA SMALL] ,97,€83.14, Area 4 
12,1023,Homesavers Clane,"€10,918.55","€10,918.55","€9,574.17",14.00%,0.68%,XS [EXTRA SMALL] ,122,€89.50, Area 5 
12,1068,Homesavers Claremorris,"€17,901.48","€17,901.48", € -   ,,1.11%,M [MEDIUM] ,255,€70.20, Area 7 
12,1017,Homesavers Crumlin,"€25,419.36","€25,419.36","€27,734.80",-8.30%,1.58%,S [SMALL] ,157,€161.91, Area 3 
12,1040,Homesavers Diskin Centre Athlone,"€19,298.24","€19,298.24","€22,767.06",-15.20%,1.20%,M [MEDIUM] ,322,€59.93, Area 7 
