Week,No StoreID,Stores,Sales Report2,Sales Report,LY,YOY CHANGE%,SOB%,STORE PROFILE,BAY COUNT,Average Bay Sale,AREA
26,1021,Centz Kinvara,"€11,338.69","€11,338.69","€12,694.47",-10.70%,0.77%,XS [EXTRA SMALL] ,68,€166.75, Area 3 
26,1030,Homesavers Arklow,"€28,878.20","€28,878.20","€33,627.47",-14.10%,1.97%,M [MEDIUM] ,278,€103.88, Area 5 
26,1043,Homesavers Westpoint Athlone (A),"€25,687.66","€25,687.66","€27,790.31",-7.60%,1.75%,M [MEDIUM] ,288,€89.19, Area 7 
26,1046,Homesavers Monks Land Athlone (B),"€5,906.54","€5,906.54","€9,996.83",-40.90%,0.40%,M [MEDIUM] ,159,€37.15, Area 7 
26,1008,Homesavers Athy,"€12,490.41","€12,490.41","€12,199.13",2.40%,0.85%,S [SMALL] ,184,€67.88, Area 5 
26,1047,Homesavers Axis Centre Longford,"€26,777.43","€26,777.43","€33,888.85",-21.00%,1.83%,M [MEDIUM] ,249,€107.54, Area 7 
26,1011,Homesavers Ballyfermot,"€31,504.58","€31,504.58","€31,346.49",0.50%,2.15%,M [MEDIUM] ,293,€107.52, Area 5 
26,1059,Homesavers Ballyshannon,"€27,456.21","€27,456.21","€26,761.88",2.60%,1.87%,M [MEDIUM] ,273,€100.57, Area 4 
26,1063,Homesavers Briarhill Galway,"€20,299.23","€20,299.23","€17,267.07",17.60%,1.38%,M [MEDIUM] ,236,€86.01, Area 7 
26,1065,Homesavers Bunclody,"€17,151.18","€17,151.18","€14,706.61",16.60%,1.17%,M [MEDIUM] ,232,€73.93, Area 5 
26,1013,Homesavers Carlow Penny Lane,"€31,769.50","€31,769.50","€31,013.04",2.40%,2.17%,M+ [MEDIUM +] ,401,€79.23, Area 5 
26,1009,Homesavers Carlow Tullow Road U3,"€19,088.23","€19,088.23","€17,164.86",11.20%,1.30%,S [SMALL] ,163,€117.11, Area 5 
26,1066,Homesavers Carrick-on-shannon,"€36,771.83","€36,771.83","€32,754.22",12.30%,2.51%,M+ [MEDIUM +] ,373,€98.58, Area 4 
26,1061,Homesavers Charlestown MAYO,"€8,351.36","€8,351.36","€8,521.22",-2.00%,0.57%,XS [EXTRA SMALL] ,97,€86.10, Area 4 
26,1023,Homesavers Clane,"€9,630.58","€9,630.58","€10,465.98",-8.00%,0.66%,XS [EXTRA SMALL] ,122,€78.94, Area 5 
26,1068,Homesavers Claremorris,"€16,645.51","€16,645.51","€17,866.84",-6.80%,1.13%,M [MEDIUM] ,255,€65.28, Area 7 
26,1017,Homesavers Crumlin,"€22,214.50","€22,214.50","€22,723.44",-2.20%,1.51%,S [SMALL] ,157,€141.49, Area 3 
26,1040,Homesavers Diskin Centre Athlone,"€26,044.68","€26,044.68","€20,741.57",25.60%,1.78%,M [MEDIUM] ,322,€80.88, Area 7 
26,1027,Homesavers Dundalk,"€66,280.04","€66,280.04","€63,263.77",4.80%,4.52%,M [MEDIUM] ,322,€205.84, Area 3 
26,1044,Homesavers WestGate Dungarvan,"€14,358.20","€14,358.20","€15,587.85",-7.90%,0.98%,M [MEDIUM] ,216,€66.47, Area 8 
26,1048,Homesavers CLONMULLEN Edenderry,"€30,464.47","€30,464.47","€29,831.28",2.10%,2.08%,M [MEDIUM] ,275,€110.78, Area 7 
26,1031,Homesavers BALLYMALEY Ennis,"€74,429.42","€74,429.42","€78,396.49",-5.10%,5.07%,L [LARGE] ,536,€138.86, Area 1 
26,1042,Homesavers Rafter Street Enniscorthy,"€17,596.33","€17,596.33","€17,131.47",2.70%,1.20%,S [SMALL] ,130,€135.36, Area 2 
26,1025,Homesavers Kings meadow waterford,"€33,078.76","€33,078.76","€28,277.18",17.00%,2.26%,M+ [MEDIUM +] ,359,€92.14, Area 2 
26,1067,Homesavers Letterkenny Pearse Road,"€32,187.69","€32,187.69","€28,206.55",14.10%,2.19%,M+ [MEDIUM +] ,418,€77.00, Area 4 
26,1001,Homesavers Limerick,"€70,293.97","€70,293.97","€85,589.05",-17.90%,4.79%,M+ [MEDIUM +] ,337,€208.59, Area 6 
26,1010,Homesavers Longford U4,"€9,099.32","€9,099.32","€9,820.29",-7.30%,0.62%,XS [EXTRA SMALL] ,125,€72.79, Area 7 
26,1032,Homesavers Midleton,"€18,003.37","€18,003.37","€24,943.37",-27.80%,1.23%,M [MEDIUM] ,211,€85.32, Area 8 
26,1054,Homesavers Milford Retail Park,"€31,762.39","€31,762.39","€36,576.23",-13.20%,2.17%,M [MEDIUM] ,312,€101.80, Area 4 
26,1033,Homesavers Monaghan,"€60,546.81","€60,546.81","€66,313.73",-8.70%,4.13%,L [LARGE] ,436,€138.87, Area 3 
26,1062,Homesavers Mountmellick LAOIS,"€5,848.40","€5,848.40","€6,246.56",-6.40%,0.40%,XS [EXTRA SMALL] ,67,€87.29, Area 6 
26,1002,Homesavers Mullingar,"€59,795.75","€59,795.75","€54,432.42",9.90%,4.08%,M [MEDIUM] ,245,€244.06, Area 1 
26,1024,Homesavers Martyr Road Nenagh (a),"€36,339.44","€36,339.44","€40,261.67",-9.70%,2.48%,M+ [MEDIUM +] ,374,€97.16, Area 6 
26,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€26,795.36","€26,795.36","€24,306.24",10.20%,1.83%,M+ [MEDIUM +] ,302,€88.73, Area 6 
26,1053,Homesavers New Road Portlaoise,"€25,102.87","€25,102.87","€27,994.59",-10.30%,1.71%,M [MEDIUM] ,219,€114.62, Area 6 
26,1028,Homesavers Newcastle West,"€56,048.67","€56,048.67","€63,837.85",-12.20%,3.82%,M+ [MEDIUM +] ,414,€135.38, Area 6 
26,1026,Homesavers Portlaoise,"€11,399.23","€11,399.23","€10,440.70",9.20%,0.78%,M [MEDIUM] ,255,€44.70, Area 6 
26,1052,Homesavers Lismard Portlaoise (B),"€5,759.67","€5,759.67","€5,019.33",14.70%,0.39%,S [SMALL] ,125,€46.08, Area 6 
26,1060,Homesavers Riverside Galway,"€20,966.53","€20,966.53","€16,930.05",23.80%,1.43%,M+ [MEDIUM +] ,344,€60.95, Area 7 
26,1016,Homesavers Roscommon,"€76,779.17","€76,779.17","€69,807.79",10.00%,5.23%,XL [EXTRA LARGE] ,628,€122.26, Area 1 
26,1055,Homesavers Stranorlar business park,"€17,744.62","€17,744.62","€14,076.07",26.10%,1.21%,M [MEDIUM] ,290,€61.19, Area 4 
26,1056,Homesavers Swinford,"€5,951.85","€5,951.85","€5,867.52",1.40%,0.41%,XS [EXTRA SMALL] ,95,€62.65, Area 4 
26,1015,Homesavers Broomhill Tallaght,"€47,347.87","€47,347.87","€55,790.27",-15.10%,3.23%,M+ [MEDIUM +] ,350,€135.28, Area 5 
26,1049,Homesavers The Glebe Donegal,"€26,905.66","€26,905.66","€21,310.86",26.30%,1.83%,M [MEDIUM] ,293,€91.83, Area 4 
26,1029,Homesavers Tralee,"€32,456.65","€32,456.65","€39,279.29",-17.40%,2.21%,M [MEDIUM] ,310,€104.70, Area 6 
26,1007,Homesavers Tullamore,"€71,305.87","€71,305.87","€70,481.13",1.20%,4.86%,L [LARGE] ,553,€128.94, Area 1 
26,1057,"Homesavers Carlow Tullow Road U1,2","€11,298.44","€11,298.44","€12,162.16",-7.10%,0.77%,M [MEDIUM] ,257,€43.96, Area 5 
26,1006,Homesavers Waterford,"€17,779.96","€17,779.96","€19,642.88",-9.50%,1.21%,M [MEDIUM] ,183,€97.16, Area 2 
26,1012,Homesavers Wexford,"€32,231.08","€32,231.08","€44,106.23",-26.90%,2.20%,M [MEDIUM] ,296,€108.89, Area 2 
26,1014,Homesavers Wicklow,"€21,847.11","€21,847.11","€28,752.96",-24.00%,1.49%,S [SMALL] ,178,€122.74, Area 5 
26,All,Total Sales,"€1,466,829.11","€1,466,829.11","€1,522,984.84",0.00%,0.00%,0,0, €-   , €-   
27,1020,Centz Patrick Street,"€11,869.16","€11,869.16","€14,726.88",-19.40%,0.84%,XS [EXTRA SMALL] ,75,€158.26, Area 3 
27,1019,Centz Cork Street,"€8,937.75","€8,937.75","€8,972.13",-0.40%,0.63%,XS [EXTRA SMALL] ,49,€182.40, Area 3 
27,1021,Centz Kinvara,"€9,021.92","€9,021.92","€11,760.26",-23.30%,0.64%,XS [EXTRA SMALL] ,68,€132.68, Area 3 
27,1030,Homesavers Arklow,"€29,520.80","€29,520.80","€34,006.58",-13.20%,2.08%,M [MEDIUM] ,278,€106.19, Area 5 
27,1043,Homesavers Westpoint Athlone (A),"€25,545.36","€25,545.36","€29,568.61",-13.60%,1.80%,M [MEDIUM] ,288,€88.70, Area 7 
27,1046,Homesavers Monks Land Athlone (B),"€6,545.20","€6,545.20","€15,393.23",-57.50%,0.46%,M [MEDIUM] ,159,€41.16, Area 7 
27,1008,Homesavers Athy,"€12,285.25","€12,285.25","€11,269.03",9.00%,0.87%,S [SMALL] ,184,€66.77, Area 5 
27,1047,Homesavers Axis Centre Longford,"€24,938.18","€24,938.18","€32,423.49",-23.10%,1.76%,M [MEDIUM] ,249,€100.15, Area 7 
27,1011,Homesavers Ballyfermot,"€32,679.29","€32,679.29","€29,683.77",10.10%,2.30%,M [MEDIUM] ,293,€111.53, Area 5 
27,1059,Homesavers Ballyshannon,"€25,204.64","€25,204.64","€24,977.11",0.90%,1.78%,M [MEDIUM] ,273,€92.32, Area 4 
27,1063,Homesavers Briarhill Galway,"€18,121.84","€18,121.84","€17,870.29",1.40%,1.28%,M [MEDIUM] ,236,€76.79, Area 7 
27,1065,Homesavers Bunclody,"€16,810.59","€16,810.59","€16,862.67",-0.30%,1.19%,M [MEDIUM] ,232,€72.46, Area 5 
27,1013,Homesavers Carlow Penny Lane,"€31,375.64","€31,375.64","€34,198.14",-8.30%,2.21%,M+ [MEDIUM +] ,401,€78.24, Area 5 
27,1009,Homesavers Carlow Tullow Road U3,"€16,513.31","€16,513.31","€17,415.84",-5.20%,1.16%,S [SMALL] ,163,€101.31, Area 5 
27,1066,Homesavers Carrick-on-shannon,"€37,815.01","€37,815.01","€35,767.32",5.70%,2.67%,M+ [MEDIUM +] ,373,€101.38, Area 4 
27,1061,Homesavers Charlestown MAYO,"€8,046.79","€8,046.79","€8,985.46",-10.40%,0.57%,XS [EXTRA SMALL] ,97,€82.96, Area 4 
27,1023,Homesavers Clane,"€9,958.71","€9,958.71","€9,699.12",2.70%,0.70%,XS [EXTRA SMALL] ,122,€81.63, Area 5 
27,1068,Homesavers Claremorris,"€16,753.07","€16,753.07","€20,277.07",-17.40%,1.18%,M [MEDIUM] ,255,€65.70, Area 7 
27,1017,Homesavers Crumlin,"€22,343.76","€22,343.76","€23,513.30",-5.00%,1.58%,S [SMALL] ,157,€142.32, Area 3 
27,1040,Homesavers Diskin Centre Athlone,"€22,389.25","€22,389.25","€22,642.96",-1.10%,1.58%,M [MEDIUM] ,322,€69.53, Area 7 
27,1027,Homesavers Dundalk,"€61,495.59","€61,495.59","€62,709.73",-1.90%,4.34%,M [MEDIUM] ,322,€190.98, Area 3 
27,1044,Homesavers WestGate Dungarvan,"€12,724.49","€12,724.49","€16,110.77",-21.00%,0.90%,M [MEDIUM] ,216,€58.91, Area 8 
27,1048,Homesavers CLONMULLEN Edenderry,"€28,977.62","€28,977.62","€37,862.39",-23.50%,2.04%,M [MEDIUM] ,275,€105.37, Area 7 
27,1031,Homesavers BALLYMALEY Ennis,"€66,933.80","€66,933.80","€81,923.14",-18.30%,4.72%,L [LARGE] ,536,€124.88, Area 1 
27,1042,Homesavers Rafter Street Enniscorthy,"€16,830.37","€16,830.37","€19,436.90",-13.40%,1.19%,S [SMALL] ,130,€129.46, Area 2 
27,1025,Homesavers Kings meadow waterford,"€30,541.37","€30,541.37","€34,863.60",-12.40%,2.15%,M+ [MEDIUM +] ,359,€85.07, Area 2 
27,1067,Homesavers Letterkenny Pearse Road,"€30,442.41","€30,442.41","€29,135.00",4.50%,2.15%,M+ [MEDIUM +] ,418,€72.83, Area 4 
27,1001,Homesavers Limerick,"€58,532.80","€58,532.80","€73,833.18",-20.70%,4.13%,M+ [MEDIUM +] ,337,€173.69, Area 6 
27,1010,Homesavers Longford U4,"€9,261.07","€9,261.07","€9,814.21",-5.60%,0.65%,XS [EXTRA SMALL] ,125,€74.09, Area 7 
27,1032,Homesavers Midleton,"€17,139.63","€17,139.63","€25,518.60",-32.80%,1.21%,M [MEDIUM] ,211,€81.23, Area 8 
27,1054,Homesavers Milford Retail Park,"€40,240.65","€40,240.65","€35,118.79",14.60%,2.84%,M [MEDIUM] ,312,€128.98, Area 4 
27,1033,Homesavers Monaghan,"€60,825.39","€60,825.39","€68,750.64",-11.50%,4.29%,L [LARGE] ,436,€139.51, Area 3 
27,1062,Homesavers Mountmellick LAOIS,"€6,389.78","€6,389.78","€6,331.20",0.90%,0.45%,XS [EXTRA SMALL] ,67,€95.37, Area 6 
27,1002,Homesavers Mullingar,"€59,843.86","€59,843.86","€57,420.35",4.20%,4.22%,M [MEDIUM] ,245,€244.26, Area 1 
27,1024,Homesavers Martyr Road Nenagh (a),"€33,315.19","€33,315.19","€40,468.48",-17.70%,2.35%,M+ [MEDIUM +] ,374,€89.08, Area 6 
27,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€25,397.85","€25,397.85","€32,559.98",-22.00%,1.79%,M+ [MEDIUM +] ,302,€84.10, Area 6 
27,1053,Homesavers New Road Portlaoise,"€25,411.53","€25,411.53","€31,139.09",-18.40%,1.79%,M [MEDIUM] ,219,€116.03, Area 6 
27,1028,Homesavers Newcastle West,"€53,171.28","€53,171.28","€71,390.57",-25.50%,3.75%,M+ [MEDIUM +] ,414,€128.43, Area 6 
27,1026,Homesavers Portlaoise,"€9,593.10","€9,593.10","€14,003.43",-31.50%,0.68%,M [MEDIUM] ,255,€37.62, Area 6 
27,1052,Homesavers Lismard Portlaoise (B),"€5,403.24","€5,403.24","€3,839.69",40.70%,0.38%,S [SMALL] ,125,€43.23, Area 6 
27,1060,Homesavers Riverside Galway,"€19,951.79","€19,951.79","€16,016.10",24.60%,1.41%,M+ [MEDIUM +] ,344,€58.00, Area 7 
27,1016,Homesavers Roscommon,"€72,105.09","€72,105.09","€70,734.74",1.90%,5.08%,XL [EXTRA LARGE] ,628,€114.82, Area 1 
27,1055,Homesavers Stranorlar business park,"€17,425.36","€17,425.36","€15,493.98",12.50%,1.23%,M [MEDIUM] ,290,€60.09, Area 4 
27,1056,Homesavers Swinford,"€5,574.50","€5,574.50","€5,258.76",6.00%,0.39%,XS [EXTRA SMALL] ,95,€58.68, Area 4 
27,1015,Homesavers Broomhill Tallaght,"€44,786.81","€44,786.81","€56,978.87",-21.40%,3.16%,M+ [MEDIUM +] ,350,€127.96, Area 5 
27,1049,Homesavers The Glebe Donegal,"€25,953.08","€25,953.08","€24,945.09",4.00%,1.83%,M [MEDIUM] ,293,€88.58, Area 4 
27,1029,Homesavers Tralee,"€34,285.09","€34,285.09","€35,905.27",-4.50%,2.42%,M [MEDIUM] ,310,€110.60, Area 6 
27,1007,Homesavers Tullamore,"€69,400.06","€69,400.06","€83,815.88",-17.20%,4.89%,L [LARGE] ,553,€125.50, Area 1 
27,1057,"Homesavers Carlow Tullow Road U1,2","€12,058.42","€12,058.42","€17,274.17",-30.20%,0.85%,M [MEDIUM] ,257,€46.92, Area 5 
27,1006,Homesavers Waterford,"€17,316.68","€17,316.68","€20,119.65",-13.90%,1.22%,M [MEDIUM] ,183,€94.63, Area 2 
27,1012,Homesavers Wexford,"€32,333.51","€32,333.51","€43,225.79",-25.20%,2.28%,M [MEDIUM] ,296,€109.23, Area 2 
27,1014,Homesavers Wicklow,"€20,123.76","€20,123.76","€34,138.74",-41.10%,1.42%,S [SMALL] ,178,€113.05, Area 5 
27,1050,Homesavers Hebron Kilkenny,"€7,648.12","€7,648.12", € -   ,,0.54%,S [SMALL] ,178,€42.97, Area 5 
27,All,Total Sales,"€1,418,108.81","€1,418,108.81","€1,596,150.02",0.00%,0.00%,0,0, €-   , €-   
28,1020,Centz Patrick Street,"€10,325.17","€10,325.17","€16,570.37",-37.70%,0.79%,XS [EXTRA SMALL] ,75,€137.67, Area 3 
28,1019,Centz Cork Street,"€8,192.50","€8,192.50","€9,733.86",-15.80%,0.62%,XS [EXTRA SMALL] ,49,€167.19, Area 3 
28,1021,Centz Kinvara,"€9,805.20","€9,805.20","€11,373.62",-13.80%,0.75%,XS [EXTRA SMALL] ,68,€144.19, Area 3 
28,1030,Homesavers Arklow,"€24,914.24","€24,914.24","€33,089.94",-24.70%,1.90%,M [MEDIUM] ,278,€89.62, Area 5 
28,1043,Homesavers Westpoint Athlone (A),"€24,216.09","€24,216.09","€34,783.02",-30.40%,1.85%,M [MEDIUM] ,288,€84.08, Area 7 
28,1046,Homesavers Monks Land Athlone (B),"€5,314.68","€5,314.68","€20,180.31",-73.70%,0.41%,M [MEDIUM] ,159,€33.43, Area 7 
28,1008,Homesavers Athy,"€9,897.79","€9,897.79","€11,454.76",-13.60%,0.75%,S [SMALL] ,184,€53.79, Area 5 
28,1047,Homesavers Axis Centre Longford,"€24,625.51","€24,625.51","€43,392.28",-43.20%,1.88%,M [MEDIUM] ,249,€98.90, Area 7 
28,1011,Homesavers Ballyfermot,"€28,494.67","€28,494.67","€32,255.65",-11.70%,2.17%,M [MEDIUM] ,293,€97.25, Area 5 
28,1059,Homesavers Ballyshannon,"€24,325.66","€24,325.66","€29,786.06",-18.30%,1.85%,M [MEDIUM] ,273,€89.10, Area 4 
28,1063,Homesavers Briarhill Galway,"€17,218.89","€17,218.89","€19,936.86",-13.60%,1.31%,M [MEDIUM] ,236,€72.96, Area 7 
28,1065,Homesavers Bunclody,"€15,562.02","€15,562.02","€18,804.72",-17.20%,1.19%,M [MEDIUM] ,232,€67.08, Area 5 
28,1013,Homesavers Carlow Penny Lane,"€29,216.50","€29,216.50","€34,975.20",-16.50%,2.23%,M+ [MEDIUM +] ,401,€72.86, Area 5 
28,1009,Homesavers Carlow Tullow Road U3,"€17,255.23","€17,255.23","€16,556.95",4.20%,1.32%,S [SMALL] ,163,€105.86, Area 5 
28,1066,Homesavers Carrick-on-shannon,"€30,834.86","€30,834.86","€38,888.39",-20.70%,2.35%,M+ [MEDIUM +] ,373,€82.67, Area 4 
28,1061,Homesavers Charlestown MAYO,"€6,659.82","€6,659.82","€9,588.03",-30.50%,0.51%,XS [EXTRA SMALL] ,97,€68.66, Area 4 
28,1023,Homesavers Clane,"€10,031.34","€10,031.34","€10,770.39",-6.90%,0.76%,XS [EXTRA SMALL] ,122,€82.22, Area 5 
28,1068,Homesavers Claremorris,"€15,159.04","€15,159.04","€23,573.56",-35.70%,1.16%,M [MEDIUM] ,255,€59.45, Area 7 
28,1017,Homesavers Crumlin,"€20,482.93","€20,482.93","€25,178.09",-18.60%,1.56%,S [SMALL] ,157,€130.46, Area 3 
28,1040,Homesavers Diskin Centre Athlone,"€21,851.40","€21,851.40","€26,036.32",-16.10%,1.67%,M [MEDIUM] ,322,€67.86, Area 7 
28,1027,Homesavers Dundalk,"€53,904.41","€53,904.41","€69,010.14",-21.90%,4.11%,M [MEDIUM] ,322,€167.41, Area 3 
28,1044,Homesavers WestGate Dungarvan,"€12,812.48","€12,812.48","€20,641.25",-37.90%,0.98%,M [MEDIUM] ,216,€59.32, Area 8 
28,1048,Homesavers CLONMULLEN Edenderry,"€25,338.70","€25,338.70","€42,970.60",-41.00%,1.93%,M [MEDIUM] ,275,€92.14, Area 7 
28,1031,Homesavers BALLYMALEY Ennis,"€61,896.32","€61,896.32","€96,405.61",-35.80%,4.72%,L [LARGE] ,536,€115.48, Area 1 
28,1042,Homesavers Rafter Street Enniscorthy,"€16,485.25","€16,485.25","€18,605.35",-11.40%,1.26%,S [SMALL] ,130,€126.81, Area 2 
28,1025,Homesavers Kings meadow waterford,"€28,524.40","€28,524.40","€32,256.72",-11.60%,2.17%,M+ [MEDIUM +] ,359,€79.46, Area 2 
28,1067,Homesavers Letterkenny Pearse Road,"€30,069.81","€30,069.81","€31,237.12",-3.70%,2.29%,M+ [MEDIUM +] ,418,€71.94, Area 4 
28,1001,Homesavers Limerick,"€55,627.68","€55,627.68","€84,836.91",-34.40%,4.24%,M+ [MEDIUM +] ,337,€165.07, Area 6 
28,1010,Homesavers Longford U4,"€9,226.11","€9,226.11","€9,998.61",-7.70%,0.70%,XS [EXTRA SMALL] ,125,€73.81, Area 7 
28,1032,Homesavers Midleton,"€16,403.23","€16,403.23","€26,566.44",-38.30%,1.25%,M [MEDIUM] ,211,€77.74, Area 8 
28,1054,Homesavers Milford Retail Park,"€40,085.85","€40,085.85","€48,961.89",-18.10%,3.06%,M [MEDIUM] ,312,€128.48, Area 4 
28,1033,Homesavers Monaghan,"€58,739.68","€58,739.68","€82,060.15",-28.40%,4.48%,L [LARGE] ,436,€134.72, Area 3 
28,1062,Homesavers Mountmellick LAOIS,"€5,519.54","€5,519.54","€6,788.42",-18.70%,0.42%,XS [EXTRA SMALL] ,67,€82.38, Area 6 
28,1002,Homesavers Mullingar,"€51,010.02","€51,010.02","€66,766.38",-23.60%,3.89%,M [MEDIUM] ,245,€208.20, Area 1 
28,1024,Homesavers Martyr Road Nenagh (a),"€31,523.41","€31,523.41","€46,016.97",-31.50%,2.40%,M+ [MEDIUM +] ,374,€84.29, Area 6 
28,1058,HOMESAVERS MARTYR ROAD NENAGH (B),"€19,845.94","€19,845.94","€37,782.93",-47.50%,1.51%,M+ [MEDIUM +] ,302,€65.72, Area 6 
28,1053,Homesavers New Road Portlaoise,"€22,841.16","€22,841.16","€32,064.50",-28.80%,1.74%,M [MEDIUM] ,219,€104.30, Area 6 
28,1028,Homesavers Newcastle West,"€52,859.62","€52,859.62","€67,422.86",-21.60%,4.03%,M+ [MEDIUM +] ,414,€127.68, Area 6 
28,1026,Homesavers Portlaoise,"€9,647.73","€9,647.73","€14,737.06",-34.50%,0.74%,M [MEDIUM] ,255,€37.83, Area 6 
28,1052,Homesavers Lismard Portlaoise (B),"€5,238.83","€5,238.83","€5,172.07",1.30%,0.40%,S [SMALL] ,125,€41.91, Area 6 
28,1060,Homesavers Riverside Galway,"€18,351.56","€18,351.56","€21,330.51",-14.00%,1.40%,M+ [MEDIUM +] ,344,€53.35, Area 7 
28,1016,Homesavers Roscommon,"€68,094.41","€68,094.41","€85,540.29",-20.40%,5.19%,XL [EXTRA LARGE] ,628,€108.43, Area 1 
28,1055,Homesavers Stranorlar business park,"€15,295.55","€15,295.55","€15,095.26",1.30%,1.17%,M [MEDIUM] ,290,€52.74, Area 4 
28,1056,Homesavers Swinford,"€5,389.26","€5,389.26","€6,432.47",-16.20%,0.41%,XS [EXTRA SMALL] ,95,€56.73, Area 4 
28,1015,Homesavers Broomhill Tallaght,"€40,661.60","€40,661.60","€60,259.38",-32.50%,3.10%,M+ [MEDIUM +] ,350,€116.18, Area 5 
28,1049,Homesavers The Glebe Donegal,"€27,111.55","€27,111.55","€25,120.83",7.90%,2.07%,M [MEDIUM] ,293,€92.53, Area 4 
28,1029,Homesavers Tralee,"€29,418.03","€29,418.03","€41,616.17",-29.30%,2.24%,M [MEDIUM] ,310,€94.90, Area 6 
28,1007,Homesavers Tullamore,"€65,237.57","€65,237.57","€95,063.06",-31.40%,4.97%,L [LARGE] ,553,€117.97, Area 1 
28,1057,"Homesavers Carlow Tullow Road U1,2","€10,893.02","€10,893.02","€17,710.65",-38.50%,0.83%,M [MEDIUM] ,257,€42.39, Area 5 
28,1006,Homesavers Waterford,"€16,823.69","€16,823.69","€21,285.20",-21.00%,1.28%,M [MEDIUM] ,183,€91.93, Area 2 
28,1012,Homesavers Wexford,"€28,088.91","€28,088.91","€51,280.24",-45.20%,2.14%,M [MEDIUM] ,296,€94.89, Area 2 
28,1014,Homesavers Wicklow,"€18,679.51","€18,679.51","€30,720.20",-39.20%,1.42%,S [SMALL] ,178,€104.94, Area 5 
28,1050,Homesavers Hebron Kilkenny,"€5,490.92","€5,490.92", € -   ,,0.42%,S [SMALL] ,178,€30.85, Area 5 
28,All,Total Sales,"€1,311,519.29","€1,311,519.29","€1,778,684.63",0.00%,0.00%,0,0, €-   , €-   
29,1020,Centz Patrick Street,"€12,609.69","€12,609.69","€14,453.56",-12.80%,0.98%,XS [EXTRA SMALL] ,75,€168.13, Magda - Area 1 
29,1019,Centz Cork Street,"€8,660.12","€8,660.12","€8,583.14",0.90%,0.67%,XS [EXTRA SMALL] ,49,€176.74, Magda - Area 1 
29,1021,Centz Kinvara,"€11,327.53","€11,327.53","€11,447.13",-1.00%,0.88%,XS [EXTRA SMALL] ,68,€166.58, Magda - Area 1 
29,1030,Homesavers Arklow,"€25,516.37","€25,516.37","€35,296.48",-27.70%,1.97%,M [MEDIUM] ,278,€91.79, Shane - Area 3 
29,1043,Homesavers Westpoint Athlone (A),"€23,518.32","€23,518.32","€30,809.56",-23.70%,1.82%,M [MEDIUM] ,288,€81.66, Magda - Area 1 
29,1046,Homesavers Monks Land Athlone (B),"€6,642.52","€6,642.52","€12,922.11",-48.60%,0.51%,M [MEDIUM] ,159,€41.78, Magda - Area 1 
29,1008,Homesavers Athy,"€10,327.64","€10,327.64","€11,205.36",-7.80%,0.80%,S [SMALL] ,184,€56.13, Warren - Area 2 
29,1047,Homesavers Axis Centre Longford,"€23,671.92","€23,671.92","€32,922.95",-28.10%,1.83%,M [MEDIUM] ,249,€95.07, Warren - Area 2 
29,1011,Homesavers Ballyfermot,"€28,510.40","€28,510.40","€29,486.08",-3.30%,2.21%,M [MEDIUM] ,293,€97.31, Shane - Area 3 
29,1059,Homesavers Ballyshannon,"€22,306.26","€22,306.26","€28,449.71",-21.60%,1.73%,M [MEDIUM] ,273,€81.71, Warren - Area 2 
29,1063,Homesavers Briarhill Galway,"€15,980.36","€15,980.36","€18,221.87",-12.30%,1.24%,M [MEDIUM] ,236,€67.71, Dariusz - Area 4 
29,1065,Homesavers Bunclody,"€14,731.91","€14,731.91","€15,962.00",-7.70%,1.14%,M [MEDIUM] ,232,€63.50, Shane - Area 3 
29,1013,Homesavers Carlow Penny Lane,"€28,404.78","€28,404.78","€30,425.98",-6.60%,2.20%,M+ [MEDIUM +] ,401,€70.83, Shane - Area 3 
29,1009,Homesavers Carlow Tullow Road U3,"€17,076.91","€17,076.91","€15,060.38",13.40%,1.32%,S [SMALL] ,163,€104.77, Shane - Area 3 
29,1066,Homesavers Carrick-on-shannon,"€27,399.55","€27,399.55","€36,356.45",-24.60%,2.12%,M+ [MEDIUM +] ,373,€73.46, Warren - Area 2 
29,1061,Homesavers Charlestown MAYO,"€8,115.32","€8,115.32","€9,667.82",-16.10%,0.63%,XS [EXTRA SMALL] ,97,€83.66, Warren - Area 2 
29,1023,Homesavers Clane,"€9,554.92","€9,554.92","€11,450.56",-16.60%,0.74%,XS [EXTRA SMALL] ,122,€78.32, Warren - Area 2 
29,1068,Homesavers Claremorris,"€16,416.28","€16,416.28","€19,851.50",-17.30%,1.27%,M [MEDIUM] ,255,€64.38, Warren - Area 2 
29,1017,Homesavers Crumlin,"€20,467.48","€20,467.48","€21,431.64",-4.50%,1.58%,S [SMALL] ,157,€130.37, Magda - Area 1 
29,1040,Homesavers Diskin Centre Athlone,"€22,950.26","€22,950.26","€24,349.30",-5.70%,1.78%,M [MEDIUM] ,322,€71.27, Magda - Area 1 
29,1027,Homesavers Dundalk,"€53,109.95","€53,109.95","€64,035.26",-17.10%,4.11%,M [MEDIUM] ,322,€164.94, Magda - Area 1 
29,1044,Homesavers WestGate Dungarvan,"€10,090.08","€10,090.08","€18,935.92",-46.70%,0.78%,M [MEDIUM] ,216,€46.71, Dariusz - Area 4 
29,1048,Homesavers CLONMULLEN Edenderry,"€25,884.53","€25,884.53","€30,913.32",-16.30%,2.00%,M [MEDIUM] ,275,€94.13, Magda - Area 1 
