Week,Quarter,Store, Total , CHRISTMAS , CLEARANCE , CLEARENCE , CONFECTIONERY , DIY , ELECTRICAL , FOOD , FROZEN FOOD , DD Gardening , GARDENING , GIFTWARES , Grocery Seasonal , DD Paint , H&B Gift , HEALTH & BEAUTY , HOMEWARES , HOUSEHOLD TEXTILES , INDOOR FURNITURE , INTERNAL USE , PAPER GOODS & CLEANING , PET FOOD , SOFT DRINKS , STATIONERY , TEXTILES , TOYS , NON ALCOHOLIC DRINKS 
30,3, Homesavers Diskin Centre Athlone ,"€20,175.20",€2.78, € -   , € -   ,"€1,470.90",€728.64,"€1,882.85","€1,833.40", € -   ,€35.57,"€1,306.50","€1,326.38",€117.37, € -   ,€368.37,"€1,665.77","€1,900.51",€607.14,€595.33, € -   ,"€2,182.68",€897.71,"€1,527.59",€213.37,€98.75,"€1,401.79",€11.80
30,3, Homesavers Dundalk ,"€51,146.78", € -   , € -   , € -   ,"€5,561.74","€1,003.57","€2,829.27","€6,494.02", € -   ,€47.38,"€1,847.15","€1,880.43", € -   ,€17.58,"€1,245.69","€7,338.64","€4,261.40","€1,750.72",€769.39, € -   ,"€6,056.74","€1,991.28","€4,483.95","€1,301.42",€414.62,"€1,851.79", € -   
30,3, Homesavers WestGate Dungarvan ,"€10,381.63", € -   , € -   , € -   , € -   ,€661.93,"€1,279.54", € -   , € -   ,€25.56,"€1,176.21","€1,195.10", € -   ,€128.49,€37.48,€11.32,"€1,179.22","€1,055.48",€867.80, € -   ,"€1,069.90","€1,082.15", € -   ,€469.48, € -   ,€141.97, € -   
30,3, Homesavers Clonmullen Edenderry ,"€24,310.21", € -   , € -   , € -   ,"€1,310.01",€860.89,"€1,811.92","€1,804.26", € -   ,€5.95,€803.95,"€1,989.46",€2.44,€26.37,€528.27,"€1,606.71","€3,214.73","€1,215.85","€1,440.47", € -   ,"€1,886.27","€1,421.70","€1,729.15",€638.73,€120.55,"€1,886.54",€5.99
30,3, Homesavers BALLYMALEY Ennis ,"€66,037.97",€7.10, € -   , € -   ,"€3,487.30","€2,764.81","€5,143.09","€4,341.38", € -   ,€129.43,"€2,791.03","€4,422.52",€18.29,€506.94,€993.40,"€3,940.41","€10,430.68","€3,174.86","€3,978.11", € -   ,"€6,042.91","€2,644.52","€3,185.29","€2,904.51",€470.06,"€4,661.33", € -   
30,3, Homesavers Rafter Street Enniscorthy ,"€13,840.90", € -   , € -   , € -   ,"€1,671.06",€293.61,€988.23,"€2,128.64", € -   ,€21.79,€623.91,€703.01,€6.99,€37.36,€247.68,"€1,453.99",€735.05,€357.40,€295.43, € -   ,€938.13,€601.65,"€1,536.80",€120.92,€99.98,€979.27, € -   
30,3, Homesavers Kings meadow waterford ,"€23,075.14",€41.52, € -   , € -   , € -   ,€913.23,"€2,021.90",€33.97, € -   ,€23.98,"€2,754.47","€1,203.06", € -   ,€95.26,"€1,053.79","€2,651.24","€2,624.49","€1,769.01","€1,410.22", € -   ,"€2,635.95","€2,021.03", € -   ,€414.99, € -   ,"€1,407.03", € -   
30,3, Homesavers Letterkenny Pearse Road ,"€26,472.92",€8.81, € -   , € -   ,"€1,580.91","€1,053.34","€1,805.77","€2,451.72", € -   ,€279.82,"€1,058.97","€1,670.13",€42.09,€144.76,€484.24,"€1,859.95","€2,708.78","€1,920.18","€1,630.53", € -   ,"€2,492.06","€1,128.85","€1,949.52",€648.39,€107.32,"€1,446.78", € -   
30,3, Homesavers Limerick ,"€60,028.94",€1.40, € -   , € -   ,"€5,827.14","€2,964.61","€6,200.20","€5,743.01", € -   ,€485.80,"€3,108.06","€3,127.36",€10.34,€197.77,€844.75,"€2,983.99","€6,097.76","€3,020.71","€3,651.22", € -   ,"€3,930.14","€2,308.13","€4,012.64","€1,628.42",€258.21,"€3,621.29",€5.99
30,3, Homesavers Longford U4 ,"€8,815.75", € -   ,€3.00, € -   ,€719.83,€103.73,€885.66,€775.23, € -   , € -   ,€246.61,€519.40,€14.72, € -   ,€167.76,€294.11,€823.07,€622.57,€243.50, € -   ,€890.32,€245.11,"€1,255.84",€141.77,€42.18,€821.34, € -   
30,3, Homesavers Midleton ,"€17,478.10", € -   , € -   , € -   ,"€2,243.84",€485.47,"€1,006.08","€1,820.46", € -   ,€49.13,€594.71,€788.67,€79.95, € -   ,€416.02,"€1,318.57","€1,188.79","€1,072.08",€391.65, € -   ,"€1,336.00",€704.17,"€1,115.30",€985.42,€132.24,"€1,749.55", € -   
30,3, Homesavers Milford Retail Park ,"€32,984.54", € -   , € -   , € -   ,"€1,943.66","€2,108.44","€2,165.34","€2,908.96", € -   ,"€1,719.61","€2,092.48","€1,444.14",€20.81,€368.23,€543.94,"€2,458.88","€2,739.04","€1,446.52","€1,168.22", € -   ,"€2,674.52","€2,014.47","€1,725.07","€1,041.76",€346.47,"€2,053.98", € -   
30,3, Homesavers Monaghan ,"€54,727.00", € -   , € -   , € -   ,"€3,381.35","€2,744.86","€4,205.14","€4,645.33", € -   ,€378.00,"€1,172.57","€2,977.45",€64.38,€426.39,€861.74,"€3,171.99","€6,960.28","€3,893.21","€2,024.91", € -   ,"€4,701.73","€2,093.66","€3,315.23","€1,489.36",€657.67,"€5,549.77",€11.98
30,3, Homesavers Mountmellick LAOIS ,"€5,863.41", € -   ,€1.50, € -   ,€775.22,€140.96,€220.65,€862.03, € -   , € -   ,€92.93,€376.02,€22.55, € -   ,€90.40,€424.28,€232.25,€41.65,€58.02, € -   ,€785.86,€260.84,€812.55,€139.00,€11.49,€515.21, € -   
30,3, Homesavers Mullingar ,"€53,790.67",€10.14,€2.47, € -   ,"€5,134.53",€520.83,"€4,887.52","€5,537.52", € -   ,€648.72,"€2,903.79","€1,771.53",€161.50,€20.78,€928.36,"€3,183.32","€6,377.13","€1,200.23","€2,080.53", € -   ,"€5,713.33","€2,550.46","€4,275.93","€1,015.58",€292.72,"€4,561.77",€11.98
30,3, Homesavers Martyr Road Nenagh (a) ,"€28,777.23", € -   , € -   , € -   ,"€2,233.32",€3.14,"€4,136.03","€3,169.21", € -   , € -   ,€74.89,€632.33,€33.23, € -   ,"€1,249.47","€3,030.98",€230.56, € -   , € -   , € -   ,"€3,198.61","€3,807.86","€2,030.00",€815.69,€376.85,"€3,755.06", € -   
30,3, HOMESAVERS MARTYR ROAD NENAGH (B) ,"€20,032.90", € -   , € -   , € -   , € -   ,"€2,381.48",€463.28, € -   , € -   ,"€1,540.86","€3,404.78","€2,434.29", € -   ,€142.18, € -   , € -   ,"€4,157.05","€3,431.79","€1,773.01", € -   ,€6.79,€43.49, € -   , € -   , € -   ,€253.90, € -   
30,3, Homesavers New Road Portlaoise ,"€20,474.39",€1.12, € -   , € -   ,"€2,075.57",€280.49,"€1,254.27","€2,630.71", € -   ,€9.25,€794.88,€977.38,€20.87,€16.28,€313.60,"€1,981.30","€1,928.46",€554.91,€480.31, € -   ,"€2,548.61","€1,064.10","€1,864.47",€407.44,€205.42,"€1,064.95", € -   
30,3, Homesavers Newcastle West ,"€43,313.88", € -   , € -   , € -   ,"€2,975.70","€1,619.25","€3,006.40","€4,061.20", € -   ,€40.26,"€2,032.37","€2,712.47",€47.01,€357.39,€894.92,"€4,356.05","€3,261.68","€1,766.87","€1,958.11", € -   ,"€4,088.97","€3,324.65","€1,755.26",€849.65,€252.07,"€3,947.61",€5.99
30,3, Homesavers Portlaoise ,"€8,532.74", € -   ,€9.99, € -   ,€86.18,€857.00,"€1,409.04",€75.02, € -   , € -   ,€451.00,"€1,008.91",€7.68,€106.34,€27.98,€7.73,"€1,389.67",€952.10,€742.23, € -   ,€6.17, € -   ,€388.23,€260.86,€105.53,€641.08, € -   
30,3, Homesavers Lismard Portlaoise (B) ,"€5,073.52", € -   , € -   , € -   ,€480.31, € -   , € -   ,€764.42, € -   , € -   ,€23.96,€158.07,€9.17, € -   ,€47.83,€948.91,€8.16, € -   , € -   , € -   ,"€1,289.74",€728.25,€572.71, € -   , € -   ,€41.99, € -   
30,3, Homesavers Riverside Galway ,"€16,271.88", € -   , € -   , € -   ,"€1,106.21",€726.06,"€1,066.06","€1,004.24", € -   ,€14.80,€629.67,"€1,125.76",€33.37,€50.90,€371.36,"€1,127.29","€1,771.46",€567.30,"€1,946.18", € -   ,"€1,989.44",€701.00,€692.65,€275.09,€41.50,"€1,031.54", € -   
30,3, Homesavers Roscommon ,"€71,736.45", € -   , € -   , € -   ,"€3,377.40","€3,877.71","€6,281.05","€3,378.42", € -   ,"€3,045.44","€4,197.33","€3,585.45",€37.62,€724.28,"€1,201.41","€4,173.84","€8,870.43","€5,138.57","€5,220.93", € -   ,"€4,178.42","€2,954.27","€2,892.96","€2,449.61",€553.97,"€5,597.34", € -   
30,3, Homesavers Stranorlar business park ,"€17,233.99", € -   , € -   , € -   ,"€1,014.10",€704.71,"€1,610.75","€1,339.76", € -   ,€33.81,€438.49,"€1,368.72",€4.91, € -   ,€559.38,"€1,637.44","€1,808.47",€765.58,€381.33, € -   ,"€1,388.83",€684.99,"€1,011.84",€461.43,€106.72,"€1,912.73", € -   
30,3, Homesavers Swinford ,"€5,302.70", € -   , € -   , € -   ,€580.07,€167.90,€308.60,€596.99, € -   , € -   ,€148.04,€490.33,€13.55, € -   ,€205.08,€306.98,€514.98,€159.08,€83.61, € -   ,€457.62,€284.88,€495.60,€83.99,€26.49,€378.91, € -   
30,3, Homesavers Broomhill Tallaght ,"€39,396.06", € -   , € -   , € -   ,"€3,032.63","€1,249.48","€2,383.47","€5,850.11", € -   ,€102.21,"€2,924.08","€2,452.22",€169.72,€169.38,€682.83,"€3,136.67","€4,329.10","€1,341.24","€1,048.79", € -   ,"€2,496.55","€1,250.94","€2,823.89","€1,190.81",€333.04,"€2,422.91",€5.99
30,3, Homesavers The Glebe Donegal ,"€26,037.13", € -   , € -   , € -   ,"€1,725.80",€556.26,"€1,635.72","€2,804.88", € -   ,€6.25,€834.84,"€1,749.73",€18.41,€8.79,€421.51,"€2,598.23","€2,873.84","€1,543.63",€967.05, € -   ,"€2,667.23",€917.77,"€1,809.90",€612.56,€268.74,"€2,010.00",€5.99
30,3, Homesavers Tralee ,"€25,064.32", € -   , € -   , € -   ,"€2,352.37",€329.69,"€1,622.30","€2,737.17", € -   ,€12.60,€813.94,"€1,465.84",€40.30,€10.99,€542.54,"€2,428.76","€2,191.80",€755.61,"€1,405.83", € -   ,"€2,932.73","€1,697.18","€1,111.23",€655.42,€197.98,"€1,760.04", € -   
30,3, Homesavers Tullamore ,"€64,994.07", € -   ,€26.71, € -   ,"€3,780.85","€2,551.29","€5,087.37","€5,333.90", € -   ,€234.46,"€2,865.63","€4,247.39",€27.62,€304.29,"€1,619.02","€4,064.51","€9,110.38","€4,579.82","€4,778.84", € -   ,"€5,126.50","€2,425.72","€2,927.74","€1,494.50",€159.07,"€4,243.35",€5.11
30,3," Homesavers Carlow Tullow Road U1,2 ","€8,810.49",€1.39, € -   , € -   ,€51.55,€792.30,"€1,491.14", € -   , € -   , € -   ,€664.36,€971.30, € -   ,€101.95, € -   ,€14.49,"€1,566.57",€421.36,€552.74, € -   , € -   , € -   ,€366.33,€450.35,€72.50,"€1,292.16", € -   
30,3, Homesavers Waterford ,"€16,499.25", € -   ,€6.00, € -   ,"€1,741.62",€376.29,€851.92,"€1,992.94", € -   , € -   ,€449.98,"€1,066.65",€15.75,€47.43,€303.60,"€1,504.71",€678.93,€360.75,€289.68, € -   ,"€1,921.46",€725.39,"€2,850.26",€432.43,€129.82,€753.64, € -   
30,3, Homesavers Wexford ,"€23,695.91", € -   , € -   , € -   ,"€1,735.00",€840.39,"€2,822.53","€2,736.27", € -   ,€6.55,"€1,308.43","€1,263.30",€43.30,€86.35,€728.48,"€1,928.75","€1,678.41","€1,451.32",€652.17, € -   ,"€1,638.34",€504.21,"€1,841.66",€486.14,€140.06,"€1,804.25", € -   
30,3, Homesavers Wicklow ,"€17,764.26", € -   , € -   , € -   ,"€1,988.38",€540.80,"€1,311.86","€2,276.67", € -   ,€8.45,€919.79,"€1,113.32",€7.98, € -   ,€330.50,"€1,128.60",€800.14,€542.50,€290.11, € -   ,"€1,951.98",€546.19,"€2,250.54",€302.97,€136.75,"€1,316.73", € -   
30,3, Homesavers Hebron Kilkenny ,"€4,332.17", € -   , € -   , € -   , € -   ,€402.73,€661.38, € -   , € -   , € -   ,€530.27,€286.09, € -   ,€26.53, € -   , € -   ,€574.13,€277.64,€233.12, € -   ,€592.20,€395.02, € -   ,€58.30,€71.69,€223.07, € -   
30,3, All the Stores Total ,"€1,243,513.18",€119.96,€62.95, € -   ,"€95,489.84","€43,611.57","€94,182.14","€122,429.91",€286.05,"€9,421.29","€61,464.20","€71,037.90","€1,453.96","€5,052.64","€23,639.84","€92,087.66","€119,622.85","€57,703.11","€51,470.80", € -   ,"€112,781.19","€56,163.26","€93,831.67","€31,497.95","€8,083.87","€87,595.31",€91.09
29,3, Centz Patrick Street ,"€12,609.69", € -   ,€1.50, € -   ,"€1,766.88",€45.32,€593.11,"€3,118.86",€93.25, € -   ,€108.54,€163.38, € -   , € -   ,€83.85,"€1,096.16",€196.38,€24.00, € -   , € -   ,"€1,720.29",€293.11,"€2,792.38",€325.82, € -   ,€186.86, € -   
29,3, Centz Cork Street ,"€8,660.12", € -   , € -   , € -   ,"€1,256.68",€126.41,€353.46,"€1,507.07", € -   , € -   ,€91.95,€548.37, € -   , € -   ,€166.36,€703.77,€241.18,€27.00,€68.00, € -   ,"€1,329.36",€276.28,"€1,297.51",€155.33, € -   ,€511.39, € -   
29,3, Centz Kinvara ,"€11,327.53", € -   , € -   , € -   ,"€2,331.56",€54.62,€200.69,"€2,682.16", € -   , € -   ,€92.93,€294.31,€8.00, € -   ,€17.98,€501.89,€256.28,€111.93, € -   , € -   ,"€1,501.02",€371.40,"€2,181.51",€298.79,€48.25,€374.21, € -   
29,3, Homesavers Arklow ,"€25,516.37", € -   ,€1.50, € -   ,"€1,788.14","€1,013.85","€1,853.97","€3,149.31", € -   ,€72.14,"€1,667.52","€1,441.79",€27.00,€309.18,€261.96,"€1,476.86","€2,160.98",€986.79,€945.98, € -   ,"€1,830.09","€1,280.23","€2,849.42",€479.33,€245.83,"€1,674.50", € -   
29,3, Homesavers Westpoint Athlone (A) ,"€23,518.32", € -   , € -   , € -   ,"€2,251.62",€12.00,"€2,415.88","€2,975.72", € -   , € -   ,€167.45,"€1,207.22",€40.39, € -   ,€299.53,"€2,318.37","€2,285.21",€998.80,"€1,247.81", € -   ,"€2,099.02","€1,836.49","€2,387.06",€700.77,€93.04,€181.94, € -   
29,3, Homesavers Monks Land Athlone (B) ,"€6,642.52", € -   , € -   , € -   ,€1.75,"€1,232.91",€167.96,€51.92, € -   ,€19.10,"€3,720.95",€54.86, € -   ,€71.27, € -   , € -   ,€64.89, € -   , € -   , € -   ,€36.33,€18.00, € -   ,€6.16, € -   ,"€1,196.42", € -   
29,3, Homesavers Athy ,"€10,327.64", € -   , € -   , € -   ,€962.47,€273.63,€596.65,"€1,152.77", € -   , € -   ,€509.92,€684.28,€13.63, € -   ,€141.79,€383.36,€578.16,€284.14,€190.00, € -   ,"€1,083.40",€360.90,"€1,625.48",€272.84,€98.58,"€1,115.64", € -   
29,3, Homesavers Axis Centre Longford ,"€23,671.92", € -   , € -   , € -   ,"€2,091.75",€645.66,"€1,676.41","€2,017.25", € -   ,€104.43,€820.78,"€1,190.78",€25.14,€8.79,€618.82,"€1,769.21","€1,919.05","€1,439.78","€1,471.21", € -   ,"€2,707.26","€1,116.44","€1,487.68",€385.33,€97.42,"€2,078.73", € -   
29,3, Homesavers Ballyfermot ,"€28,510.40",€1.60,€5.00, € -   ,"€2,784.33","€1,211.37","€1,680.65","€4,150.84", € -   ,€31.47,"€1,470.20","€2,289.97",€49.73,€19.78,€321.05,"€2,174.91","€2,063.96",€671.28,€498.62, € -   ,"€2,757.78","€1,713.07","€2,602.41",€434.80,€317.14,"€1,260.44", € -   
29,3, Homesavers Ballyshannon ,"€22,306.26",€3.50, € -   , € -   ,"€1,702.61",€787.87,"€1,317.62","€2,413.62", € -   ,€50.40,€817.11,"€1,590.11",€3.92,€8.79,€442.35,"€1,647.72","€1,966.29",€761.88,€680.08, € -   ,"€2,077.06",€959.46,"€1,252.46",€802.38,€253.39,"€2,767.64", € -   
29,3, Homesavers Briarhill Galway ,"€15,980.36",€1.75, € -   , € -   ,"€1,149.08",€857.56,"€1,795.51","€1,262.55", € -   ,€9.93,€814.62,"€1,126.26",€13.14, € -   ,€240.36,"€1,403.30","€1,592.21",€640.31,€257.93, € -   ,"€1,641.67",€647.67,€918.32,€328.72,€93.54,"€1,185.93", € -   
29,3, Homesavers Bunclody ,"€14,731.91", € -   , € -   , € -   ,"€1,049.15",€514.60,€910.73,"€1,771.32", € -   ,€17.16,€703.08,€959.61,€20.09,€163.00,€267.38,"€1,336.69","€1,381.99",€565.74,€620.82, € -   ,"€1,037.54",€553.35,"€1,537.31",€235.88,€176.60,€909.87, € -   
29,3, Homesavers Carlow Penny Lane ,"€28,404.78",€82.00,€5.46, € -   ,"€2,365.84",€831.55,"€2,019.88","€2,940.02", € -   ,€34.86,"€1,571.45","€1,806.87",€51.34,€126.20,€621.00,"€2,011.90","€1,878.51","€1,116.77",€430.49, € -   ,"€2,850.22","€2,062.25","€2,462.01",€725.47,€253.02,"€2,151.68",€5.99
29,3, Homesavers Carlow Tullow Road U3 ,"€17,076.91", € -   , € -   , € -   ,"€2,037.03", € -   ,€114.40,"€3,485.74", € -   , € -   ,€1.50,€208.38,€7.23, € -   ,€362.92,"€1,498.98",€12.12, € -   , € -   , € -   ,"€1,677.67",€961.03,"€6,691.92", € -   ,€6.00,€11.99, € -   
29,3, Homesavers Carrick-on-shannon ,"€27,399.55", € -   , € -   , € -   ,"€1,791.74","€1,099.47","€1,723.26","€2,757.70", € -   ,€211.71,"€1,618.43","€1,966.35", € -   ,€113.25,€497.10,"€2,201.69","€2,690.14","€1,178.56","€1,157.77", € -   ,"€3,168.29","€1,117.93","€1,466.11",€385.04,€234.43,"€2,008.78",€11.80
29,3, Homesavers Charlestown MAYO ,"€8,115.32", € -   , € -   , € -   ,"€1,019.39",€148.45,€586.56,"€1,374.12", € -   , € -   ,€170.05,€347.96,€13.98, € -   ,€132.67,€662.51,€572.30,€462.02,€110.72, € -   ,€703.76,€348.10,€755.65,€220.95,€72.75,€413.38, € -   
29,3, Homesavers Clane ,"€9,554.92", € -   ,€4.47, € -   ,"€1,388.84",€46.97,€292.20,"€1,317.54", € -   , € -   ,€234.72,€636.61,€11.67, € -   ,€236.06,€470.09,€423.94,€155.00,€145.29, € -   ,€983.12,€268.65,"€1,694.82",€311.80,€79.73,€853.40, € -   
29,3, Homesavers Claremorris ,"€16,416.28",€3.50, € -   , € -   ,"€1,164.41",€689.39,"€1,106.80","€1,539.87", € -   ,€35.18,€823.76,"€1,105.62",€21.93, € -   ,€218.51,"€1,430.16","€1,205.68","€1,580.43",€629.32, € -   ,"€1,622.65",€615.19,€983.76,€569.93,€187.96,€882.23, € -   
29,3, Homesavers Crumlin ,"€20,467.48", € -   , € -   , € -   ,"€1,903.48",€589.41,"€1,310.88","€4,483.33",€179.25, € -   ,€589.22,€857.86,€18.08, € -   ,€346.45,"€1,075.05",€825.96,€380.12,€56.79, € -   ,"€2,129.95",€536.04,"€3,378.79",€317.53,€254.74,"€1,234.55", € -   
29,3, Homesavers Diskin Centre Athlone ,"€22,950.26",€2.78, € -   , € -   ,"€1,559.93",€736.81,"€1,759.60","€2,057.98", € -   ,€17.90,"€1,652.72","€1,277.52",€141.36, € -   ,€305.45,"€1,815.75","€2,457.84","€1,117.46","€1,326.87", € -   ,"€2,274.29","€1,063.89","€1,766.69",€293.05,€152.24,"€1,170.13", € -   
29,3, Homesavers Dundalk ,"€53,109.95", € -   , € -   , € -   ,"€5,976.98","€1,424.43","€4,858.20","€6,581.14", € -   ,€68.75,"€1,835.76","€2,423.29",€19.39, € -   ,"€1,610.30","€6,010.13","€4,607.56","€1,582.87",€996.01, € -   ,"€4,611.38","€2,283.29","€4,370.22","€1,080.18",€489.44,"€2,275.24",€5.39
29,3, Homesavers WestGate Dungarvan ,"€10,090.08", € -   , € -   , € -   , € -   ,€882.19,"€1,137.37", € -   , € -   ,€9.60,"€1,236.96","€1,167.45", € -   ,€56.23,€99.95,€12.16,"€1,620.03",€942.45,€467.57, € -   ,€945.65,"€1,166.80", € -   ,€280.33, € -   ,€65.34, € -   
29,3, Homesavers Clonmullen Edenderry ,"€25,884.53", € -   , € -   , € -   ,"€1,248.10",€718.65,"€2,409.79","€2,356.75", € -   ,€46.51,"€1,115.25","€2,230.04",€6.72,€26.37,€612.18,"€1,804.28","€2,185.73","€1,504.96",€920.97, € -   ,"€2,328.35","€1,963.82","€1,896.58",€291.36,€186.53,"€2,031.59", € -   
29,3, Homesavers BALLYMALEY Ennis ,"€64,069.05",€5.49,€2.00, € -   ,"€3,321.29","€3,026.84","€5,652.24","€4,644.92", € -   ,€118.90,"€3,763.18","€3,562.77",€79.01,€658.58,€864.59,"€3,826.60","€8,711.46","€2,971.53","€4,312.01", € -   ,"€7,072.02","€3,053.89","€2,652.18","€1,745.20",€330.93,"€3,693.42", € -   
29,3, Homesavers Rafter Street Enniscorthy ,"€16,068.95", € -   , € -   , € -   ,"€1,914.36",€578.06,"€1,193.41","€2,435.79", € -   ,€25.13,€824.36,€939.93,€33.76,€22.98,€310.63,"€1,316.08",€833.01,€386.69,€285.78, € -   ,"€1,204.71",€758.86,"€1,430.41",€137.19,€161.94,"€1,275.87", € -   
29,3, Homesavers Kings meadow waterford ,"€26,143.80", € -   , € -   , € -   ,€1.57,"€1,762.22","€2,607.49",€3.98, € -   ,€38.20,"€2,597.32","€1,625.21", € -   ,€186.95,"€1,036.14","€2,930.93","€2,566.09","€1,230.04","€1,560.18", € -   ,"€2,729.74","€2,987.05", € -   ,€335.78, € -   ,"€1,944.91", € -   
29,3, Homesavers Letterkenny Pearse Road ,"€29,482.05",€1.99,€2.50, € -   ,"€1,808.37","€1,594.06","€2,090.09","€2,883.36", € -   ,€466.37,"€1,453.70","€1,694.61",€55.00,€80.95,€469.54,"€1,859.61","€2,782.05","€2,256.57","€1,529.59", € -   ,"€2,505.84","€1,506.56","€2,142.38",€403.64,€90.40,"€1,804.87", € -   
29,3, Homesavers Limerick ,"€57,569.05",€1.75, € -   , € -   ,"€5,588.87","€2,301.40","€4,948.86","€5,946.43", € -   ,€230.35,"€3,105.02","€3,024.37",€3.00,€288.49,"€1,016.32","€3,666.51","€5,961.28","€2,610.56","€3,588.68", € -   ,"€3,441.22","€3,027.74","€4,391.24",€966.17,€236.23,"€3,212.58",€11.98
29,3, Homesavers Longford U4 ,"€7,998.54", € -   ,€2.00, € -   ,€616.20,€60.07,"€1,064.82",€586.96, € -   , € -   ,€175.48,€375.91,€15.25, € -   ,€300.53,€407.21,€560.06,€341.37,€154.33, € -   ,€756.29,€229.32,"€1,403.60",€74.66,€47.24,€827.24, € -   
29,3, Homesavers Midleton ,"€18,286.38", € -   , € -   , € -   ,"€2,133.03",€648.10,"€1,050.69","€2,032.96", € -   ,€35.38,€848.90,"€1,067.62",€81.80, € -   ,€438.65,"€1,215.55","€1,179.51",€994.24,€311.78, € -   ,"€1,170.01",€876.03,"€1,441.63",€249.01,€192.99,"€2,318.50", € -   
29,3, Homesavers Milford Retail Park ,"€33,915.21", € -   , € -   , € -   ,"€2,133.94","€1,933.07","€2,126.20","€3,087.12", € -   ,"€2,212.20","€2,330.38","€2,109.13",€28.42,€261.21,€413.22,"€2,440.26","€2,657.47","€1,337.55",€919.24, € -   ,"€2,243.05","€2,103.86","€2,005.92",€784.83,€382.66,"€2,393.50",€11.98
29,3, Homesavers Monaghan ,"€58,273.50", € -   , € -   , € -   ,"€3,744.22","€2,318.87","€4,315.23","€5,005.06", € -   ,€368.90,"€2,601.61","€3,553.95",€51.32,€420.81,€990.47,"€3,875.70","€5,396.33","€4,350.12","€2,917.28", € -   ,"€4,697.05","€2,495.55","€3,727.31","€1,219.99",€478.71,"€5,745.02", € -   
29,3, Homesavers Mountmellick LAOIS ,"€5,878.09", € -   , € -   , € -   ,€829.19,€163.15,€256.72,€775.49, € -   , € -   ,€139.17,€290.05,€12.61, € -   ,€62.82,€366.33,€432.83,€146.09, € -   , € -   ,€710.13,€258.74,€999.29,€36.74,€20.13,€378.61, € -   
29,3, Homesavers Mullingar ,"€51,387.86",€7.49,€4.00, € -   ,"€5,102.59",€524.46,"€5,278.74","€5,699.45", € -   ,€270.07,"€2,828.20","€2,304.03",€155.84,€45.96,€932.80,"€3,664.15","€4,390.98","€1,437.06","€1,840.61", € -   ,"€3,880.07","€3,303.75","€4,247.64",€902.65,€283.40,"€4,283.92", € -   
29,3, Homesavers Martyr Road Nenagh (a) ,"€29,413.31", € -   , € -   , € -   ,"€2,334.92", € -   ,"€5,432.67","€3,447.16", € -   , € -   ,€104.83,€693.70,€17.74, € -   ,€907.60,"€3,042.35",€144.36, € -   , € -   , € -   ,"€2,813.11","€3,750.54","€2,189.48",€798.12,€352.96,"€3,383.77", € -   
29,3, HOMESAVERS MARTYR ROAD NENAGH (B) ,"€19,787.81", € -   , € -   , € -   , € -   ,"€1,771.79",€154.33, € -   , € -   ,"€2,500.83","€4,339.59","€2,225.57", € -   ,€143.15, € -   , € -   ,"€4,145.62","€2,828.41","€1,370.14", € -   ,€21.55,€22.53, € -   , € -   , € -   ,€264.30, € -   
29,3, Homesavers New Road Portlaoise ,"€22,284.82", € -   , € -   , € -   ,"€2,182.18",€391.34,"€1,294.31","€3,225.66", € -   ,€2.30,€795.92,"€1,020.34",€40.12,€8.79,€412.34,"€1,889.47","€2,395.04",€545.13,€330.08, € -   ,"€2,547.35","€1,682.79","€2,105.68",€268.97,€135.24,"€1,005.78",€5.99
29,3, Homesavers Newcastle West ,"€45,175.71", € -   , € -   , € -   ,"€3,102.55","€1,647.62","€2,916.60","€4,806.60", € -   ,€32.72,"€2,207.88","€2,645.77",€39.35,€656.75,€538.85,"€4,233.32","€3,994.33","€2,200.09","€1,170.52", € -   ,"€4,020.37","€3,642.64","€2,493.08",€794.73,€488.23,"€3,543.71", € -   
29,3, Homesavers Portlaoise ,"€8,683.74", € -   ,€12.99, € -   ,€100.50,€691.43,"€1,619.91",€77.99, € -   , € -   ,€767.43,€878.82,€7.68,€150.00,€49.99,€13.41,€965.68,€712.34,€763.49, € -   ,€21.48, € -   ,€622.46,€218.70,€85.72,€923.72, € -   
29,3, Homesavers Lismard Portlaoise (B) ,"€5,025.65", € -   , € -   , € -   ,€517.70, € -   , € -   ,€690.79, € -   , € -   ,€32.94,€162.63,€30.16, € -   ,€112.90,€926.33,€171.15, € -   , € -   , € -   ,"€1,235.29",€613.73,€390.04, € -   , € -   ,€141.99, € -   
29,3, Homesavers Riverside Galway ,"€18,542.19", € -   , € -   , € -   ,"€1,151.38",€922.37,"€1,394.34","€1,145.59", € -   ,€35.66,"€1,034.38","€1,239.42",€85.35,€50.15,€348.72,"€1,518.70","€2,229.15","€1,034.18","€1,019.77", € -   ,"€1,956.70","€1,100.13",€847.95,€271.90,€158.28,€998.07, € -   
29,3, Homesavers Roscommon ,"€72,567.08", € -   , € -   , € -   ,"€3,282.99","€3,860.40","€7,201.95","€4,180.73", € -   ,"€4,195.65","€4,811.21","€3,179.93",€41.71,€548.04,"€1,017.96","€4,343.68","€8,647.02","€4,457.28","€3,878.05", € -   ,"€4,589.74","€3,257.23","€2,924.27","€2,445.52",€590.16,"€5,107.57",€5.99
